source,target,relationshipType,properties
150,295,RELATED,"{order: 77, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders, 3rd Edition, uses a hybrid approach that combines pathophysiology, phenomenology, and organ system classifications to diagnose sleep disorders.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
150,272,RELATED,"{order: 77, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders, 3rd Edition, uses a hybrid approach that combines pathophysiology, phenomenology, and organ system classifications to diagnose sleep disorders.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
150,296,RELATED,"{order: 77, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders, 3rd Edition, uses a hybrid approach that combines pathophysiology, phenomenology, and organ system classifications to diagnose sleep disorders.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
150,297,RELATED,"{order: 77, description: relates_to, metadata: {\""summary\"": \""The International Classification of Sleep Disorders, 3rd Edition, uses a hybrid approach that combines pathophysiology, phenomenology, and organ system classifications to diagnose sleep disorders.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
298,299,RELATED,"{order: 78, description: treated_by, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
147,300,RELATED,"{order: 79, description: The International Classification of Sleep Disorders, 2nd Edition was revised in 2011., metadata: {\""summary\"": \""The American Academy of Sleep Medicine updated the International Classification of Sleep Disorders from its 2nd to a revised edition in 2011 to ensure currency and relevance in the rapidly evolving field of sleep medicine.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
301,302,RELATED,"{order: 79, description: The revision of the International Classification of Sleep Disorders, 2nd Edition was approved by the American Academy of Sleep Medicine Board of Directors in 2011., metadata: {\""summary\"": \""The American Academy of Sleep Medicine updated the International Classification of Sleep Disorders from its 2nd to a revised edition in 2011 to ensure currency and relevance in the rapidly evolving field of sleep medicine.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
301,303,RELATED,"{order: 79, description: The revision of the International Classification of Sleep Disorders, 2nd Edition was made to ensure currency and relevance in the rapidly evolving field of sleep medicine., metadata: {\""summary\"": \""The American Academy of Sleep Medicine updated the International Classification of Sleep Disorders from its 2nd to a revised edition in 2011 to ensure currency and relevance in the rapidly evolving field of sleep medicine.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
304,305,RELATED,"{order: 80, description: consisting of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
304,306,RELATED,"{order: 80, description: consisting of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
305,307,RELATED,"{order: 80, description: individual work group chairs for each Introduction, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
308,309,RELATED,"{order: 81, description: A focus group is a concept that involves gathering a group of experts to discuss and provide input on specific topics., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
308,310,RELATED,"{order: 81, description: A focus group of experts was convened in June 2011 to discuss and provide input on major structural issues., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
308,311,RELATED,"{order: 81, description: A focus group of experts was convened in June 2011 to discuss and provide input on major content issues., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
312,308,RELATED,"{order: 81, description: The focus group of experts was convened in the month of June 2011., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
313,314,RELATED,"{order: 82, description: has_symptom or is_risk_factor_for or treated_by or results_in other Concepts within the 'disorders' entity, as per the context, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
315,316,RELATED,"{order: 82, description: relates_to, as per the context, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
317,315,RELATED,"{order: 82, description: relates_to, as per the context, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
318,313,RELATED,"{order: 83, description: requires_test, since comprehensive literature searches are typically conducted as part of the diagnostic process to inform potential diagnoses., metadata: {\""summary\"": \""The process involved conducting thorough literature searches for each potential diagnosis and their major features.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
313,319,RELATED,"{order: 83, description: has_symptom, as major features are characteristics or manifestations of a diagnosis., metadata: {\""summary\"": \""The process involved conducting thorough literature searches for each potential diagnosis and their major features.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
320,321,RELATED,"{order: 84, description: involves, metadata: {\""summary\"": \""The draft diagnostic criteria were developed by a work group and then reviewed and modified by a task force, which included the work group chairs and pediatric advisors, as well as the board of the American Academy of Sleep Medicine (AASM).\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
320,305,RELATED,"{order: 84, description: involves, metadata: {\""summary\"": \""The draft diagnostic criteria were developed by a work group and then reviewed and modified by a task force, which included the work group chairs and pediatric advisors, as well as the board of the American Academy of Sleep Medicine (AASM).\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
320,322,RELATED,"{order: 84, description: involves, metadata: {\""summary\"": \""The draft diagnostic criteria were developed by a work group and then reviewed and modified by a task force, which included the work group chairs and pediatric advisors, as well as the board of the American Academy of Sleep Medicine (AASM).\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
320,323,RELATED,"{order: 84, description: involves, metadata: {\""summary\"": \""The draft diagnostic criteria were developed by a work group and then reviewed and modified by a task force, which included the work group chairs and pediatric advisors, as well as the board of the American Academy of Sleep Medicine (AASM).\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
324,325,RELATED,"{order: 85, description: The edited criteria were distributed to the AASM membership sections for comment., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
326,325,RELATED,"{order: 85, description: The edited criteria were distributed to international societies for comment., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
327,325,RELATED,"{order: 85, description: The edited criteria were distributed to external peer reviewers with expertise in the respective areas for comment., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
328,329,RELATED,"{order: 87, description: relates_to, metadata: {\""summary\"": \""The text mentions that revisions were made to a document after it was completed, and this process was repeated multiple times.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
330,331,RELATED,"{order: 87, description: relates_to, metadata: {\""summary\"": \""The text mentions that revisions were made to a document after it was completed, and this process was repeated multiple times.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
332,333,RELATED,"{order: 88, description: The AASM board is related to the further modifications, as the context suggests that the board made recommendations for modifications before finalization., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
333,334,RELATED,"{order: 88, description: The further modifications are related to the edition finalization, as the context suggests that the modifications were made before the finalization., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
335,336,RELATED,"{order: 89, description: relates_to, metadata: {\""summary\"": \""The text emphasizes the importance of using up-to-date scientific evidence as the primary basis for all actions or decisions taken.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
337,338,RELATED,"{order: 90, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
338,339,RELATED,"{order: 90, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
340,284,RELATED,"{order: 91, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
340,341,RELATED,"{order: 91, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
284,341,RELATED,"{order: 91, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
147,342,RELATED,"{order: 93, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
342,343,RELATED,"{order: 93, description: is_exception_for, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
147,343,RELATED,"{order: 93, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
344,345,RELATED,"{order: 94, description: has_symptom or is_risk_factor_for, as the context does not specify the nature of the variation in diagnostic criteria., metadata: {\""summary\"": \""The text mentions that when diagnosing pediatric cases require adjustments in the criteria, these variations are noted within the criteria section.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
345,346,RELATED,"{order: 94, description: relates_to, as the variation in diagnostic criteria is noted within the criteria section., metadata: {\""summary\"": \""The text mentions that when diagnosing pediatric cases require adjustments in the criteria, these variations are noted within the criteria section.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
270,347,RELATED,"{order: 95, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
347,313,RELATED,"{order: 95, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
348,349,RELATED,"{order: 96, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
350,351,RELATED,"{order: 97, description: relates_to, metadata: {\""summary\"": \""The text addresses the difficulty in assigning codes between the International Classification of Sleep Disorders (ICSD) diagnoses and the International Classification of Diseases (ICD) system due to their complexities and differences.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
352,350,RELATED,"{order: 97, description: relates_to, metadata: {\""summary\"": \""The text addresses the difficulty in assigning codes between the International Classification of Sleep Disorders (ICSD) diagnoses and the International Classification of Diseases (ICD) system due to their complexities and differences.\"", \""generated_at\"": \""2025-01-20 15:40:24.996847\""}}"
